time,altitude,velocity,acceleration,mass,horizontal_drift,horizontal_velocity,crosswind_force,fin_correction_angle_deg,fin_correction_force,pid_error,pid_p_term,pid_i_term,pid_d_term
0.000000,0.000000,0.000000,23.526683,0.750000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.000012,0.023529,23.532238,0.749875,0.000000,0.000400,0.300000,-0.000917,-0.000064,-0.000000,-0.000000,-0.000000,-0.000016
0.002000,0.000047,0.047064,23.537791,0.749750,0.000001,0.000800,0.300000,-0.002752,-0.000192,-0.000001,-0.000000,-0.000000,-0.000048
0.003000,0.000106,0.070605,23.543343,0.749625,0.000002,0.001200,0.300000,-0.004588,-0.000320,-0.000002,-0.000000,-0.000000,-0.000080
0.004000,0.000188,0.094151,23.548893,0.749500,0.000003,0.001600,0.300000,-0.006424,-0.000448,-0.000003,-0.000000,-0.000000,-0.000112
0.005000,0.000294,0.117703,23.554442,0.749375,0.000005,0.001999,0.300000,-0.008260,-0.000577,-0.000005,-0.000000,-0.000000,-0.000144
0.006000,0.000424,0.141260,23.559989,0.749250,0.000007,0.002399,0.300000,-0.010097,-0.000705,-0.000007,-0.000000,-0.000000,-0.000176
0.007000,0.000577,0.164823,23.565534,0.749125,0.000010,0.002799,0.300000,-0.011935,-0.000833,-0.000010,-0.000000,-0.000000,-0.000208
0.008000,0.000753,0.188391,23.571078,0.749000,0.000013,0.003198,0.300000,-0.013772,-0.000961,-0.000013,-0.000001,-0.000000,-0.000240
0.009000,0.000954,0.211965,23.576620,0.748875,0.000016,0.003597,0.300000,-0.015610,-0.001090,-0.000016,-0.000001,-0.000000,-0.000272
0.010000,0.001177,0.235544,23.582161,0.748750,0.000020,0.003996,0.300000,-0.017449,-0.001218,-0.000020,-0.000001,-0.000000,-0.000304
0.011000,0.001425,0.259129,23.587700,0.748625,0.000024,0.004395,0.300000,-0.019288,-0.001347,-0.000024,-0.000001,-0.000000,-0.000336
0.012000,0.001696,0.282720,23.593237,0.748500,0.000029,0.004794,0.300000,-0.021128,-0.001475,-0.000029,-0.000001,-0.000000,-0.000368
0.013000,0.001990,0.306316,23.598773,0.748375,0.000034,0.005193,0.300000,-0.022968,-0.001603,-0.000034,-0.000001,-0.000000,-0.000400
0.014000,0.002308,0.329917,23.604307,0.748250,0.000039,0.005592,0.300000,-0.024808,-0.001732,-0.000039,-0.000002,-0.000000,-0.000431
0.015000,0.002650,0.353524,23.609840,0.748125,0.000045,0.005991,0.300000,-0.026649,-0.001860,-0.000045,-0.000002,-0.000000,-0.000463
0.016000,0.003015,0.377137,23.615371,0.748000,0.000051,0.006389,0.300000,-0.028490,-0.001989,-0.000051,-0.000002,-0.000000,-0.000495
0.017000,0.003404,0.400755,23.620900,0.747875,0.000058,0.006788,0.300000,-0.030332,-0.002118,-0.000058,-0.000002,-0.000000,-0.000527
0.018000,0.003817,0.424379,23.626428,0.747750,0.000065,0.007186,0.300000,-0.032174,-0.002246,-0.000065,-0.000003,-0.000000,-0.000559
0.019000,0.004253,0.448008,23.631954,0.747625,0.000072,0.007584,0.300000,-0.034017,-0.002375,-0.000072,-0.000003,-0.000000,-0.000591
0.020000,0.004713,0.471643,23.637479,0.747500,0.000080,0.007982,0.300000,-0.035860,-0.002503,-0.000080,-0.000003,-0.000000,-0.000623
0.021000,0.005196,0.495283,23.643002,0.747375,0.000088,0.008380,0.300000,-0.037703,-0.002632,-0.000088,-0.000004,-0.000000,-0.000655
0.022000,0.005703,0.518929,23.648523,0.747250,0.000097,0.008778,0.300000,-0.039547,-0.002761,-0.000097,-0.000004,-0.000000,-0.000686
0.023000,0.006234,0.542580,23.654043,0.747125,0.000106,0.009176,0.300000,-0.041391,-0.002890,-0.000106,-0.000004,-0.000000,-0.000718
0.024000,0.006788,0.566237,23.659561,0.747000,0.000115,0.009574,0.300000,-0.043236,-0.003018,-0.000115,-0.000005,-0.000000,-0.000750
0.025000,0.007367,0.589899,23.665078,0.746875,0.000125,0.009971,0.300000,-0.045081,-0.003147,-0.000125,-0.000005,-0.000000,-0.000782
0.026000,0.007968,0.613567,23.670592,0.746750,0.000135,0.010369,0.300000,-0.046926,-0.003276,-0.000135,-0.000005,-0.000000,-0.000814
0.027000,0.008594,0.637240,23.676106,0.746625,0.000146,0.010766,0.300000,-0.048772,-0.003405,-0.000146,-0.000006,-0.000000,-0.000845
0.028000,0.009243,0.660919,23.681617,0.746500,0.000156,0.011164,0.300000,-0.050619,-0.003534,-0.000156,-0.000006,-0.000000,-0.000877
0.029000,0.009916,0.684604,23.687127,0.746375,0.000168,0.011561,0.300000,-0.052466,-0.003663,-0.000168,-0.000007,-0.000000,-0.000909
0.030000,0.010612,0.708293,23.692635,0.746250,0.000180,0.011958,0.300000,-0.054313,-0.003792,-0.000180,-0.000007,-0.000000,-0.000941
0.031000,0.011332,0.731989,23.698142,0.746125,0.000192,0.012355,0.300000,-0.056161,-0.003921,-0.000192,-0.000008,-0.000000,-0.000973
0.032000,0.012076,0.755690,23.703647,0.746000,0.000204,0.012752,0.300000,-0.058009,-0.004050,-0.000204,-0.000008,-0.000000,-0.001004
0.033000,0.012843,0.779396,23.709150,0.745875,0.000217,0.013148,0.300000,-0.059857,-0.004179,-0.000217,-0.000009,-0.000000,-0.001036
0.034000,0.013635,0.803108,23.714652,0.745750,0.000231,0.013545,0.300000,-0.061706,-0.004308,-0.000231,-0.000009,-0.000000,-0.001068
0.035000,0.014450,0.826825,23.720152,0.745625,0.000244,0.013942,0.300000,-0.063556,-0.004437,-0.000244,-0.000010,-0.000000,-0.001099
0.036000,0.015288,0.850548,23.725650,0.745500,0.000258,0.014338,0.300000,-0.065406,-0.004566,-0.000258,-0.000010,-0.000000,-0.001131
0.037000,0.016151,0.874277,23.731146,0.745375,0.000273,0.014734,0.300000,-0.067256,-0.004695,-0.000273,-0.000011,-0.000000,-0.001163
0.038000,0.017037,0.898011,23.736641,0.745250,0.000288,0.015131,0.300000,-0.069106,-0.004825,-0.000288,-0.000012,-0.000000,-0.001195
0.039000,0.017947,0.921750,23.742135,0.745125,0.000303,0.015527,0.300000,-0.070958,-0.004954,-0.000303,-0.000012,-0.000000,-0.001226
0.040000,0.018880,0.945495,23.747626,0.745000,0.000319,0.015923,0.300000,-0.072809,-0.005083,-0.000319,-0.000013,-0.000000,-0.001258
0.041000,0.019838,0.969245,23.753116,0.744875,0.000335,0.016319,0.300000,-0.074661,-0.005212,-0.000335,-0.000013,-0.000000,-0.001290
0.042000,0.020819,0.993001,23.758604,0.744750,0.000352,0.016714,0.300000,-0.076513,-0.005342,-0.000352,-0.000014,-0.000000,-0.001321
0.043000,0.021824,1.016762,23.764091,0.744625,0.000369,0.017110,0.300000,-0.078366,-0.005471,-0.000369,-0.000015,-0.000000,-0.001353
0.044000,0.022852,1.040529,23.769576,0.744500,0.000386,0.017506,0.300000,-0.080219,-0.005600,-0.000386,-0.000015,-0.000000,-0.001385
0.045000,0.023905,1.064302,23.775059,0.744375,0.000404,0.017901,0.300000,-0.082073,-0.005730,-0.000404,-0.000016,-0.000000,-0.001416
0.046000,0.024981,1.088079,23.780540,0.744250,0.000422,0.018296,0.300000,-0.083927,-0.005859,-0.000422,-0.000017,-0.000000,-0.001448
0.047000,0.026081,1.111863,23.786020,0.744125,0.000440,0.018692,0.300000,-0.085781,-0.005989,-0.000440,-0.000018,-0.000000,-0.001480
0.048000,0.027205,1.135651,23.791498,0.744000,0.000459,0.019087,0.300000,-0.087636,-0.006118,-0.000459,-0.000018,-0.000000,-0.001511
0.049000,0.028352,1.159446,23.796974,0.743875,0.000478,0.019482,0.300000,-0.089492,-0.006248,-0.000478,-0.000019,-0.000000,-0.001543
0.050000,0.029524,1.183245,23.802449,0.743750,0.000498,0.019877,0.300000,-0.091347,-0.006377,-0.000498,-0.000020,-0.000000,-0.001574
0.051000,0.030719,1.207051,23.807922,0.743625,0.000518,0.020272,0.300000,-0.093203,-0.006507,-0.000518,-0.000021,-0.000000,-0.001606
0.052000,0.031938,1.230861,23.813393,0.743500,0.000539,0.020666,0.300000,-0.095060,-0.006636,-0.000539,-0.000022,-0.000000,-0.001638
0.053000,0.033181,1.254677,23.818862,0.743375,0.000559,0.021061,0.300000,-0.096917,-0.006766,-0.000559,-0.000022,-0.000000,-0.001669
0.054000,0.034447,1.278499,23.824330,0.743250,0.000581,0.021455,0.300000,-0.098774,-0.006896,-0.000581,-0.000023,-0.000000,-0.001701
0.055000,0.035738,1.302326,23.829796,0.743125,0.000602,0.021850,0.300000,-0.100632,-0.007025,-0.000602,-0.000024,-0.000000,-0.001732
0.056000,0.037052,1.326159,23.835260,0.743000,0.000624,0.022244,0.300000,-0.102490,-0.007155,-0.000624,-0.000025,-0.000000,-0.001764
0.057000,0.038390,1.349996,23.840722,0.742875,0.000647,0.022638,0.300000,-0.104349,-0.007285,-0.000647,-0.000026,-0.000000,-0.001795
0.058000,0.039752,1.373840,23.846183,0.742750,0.000670,0.023032,0.300000,-0.106208,-0.007415,-0.000670,-0.000027,-0.000000,-0.001827
0.059000,0.041138,1.397689,23.851642,0.742625,0.000693,0.023426,0.300000,-0.108067,-0.007545,-0.000693,-0.000028,-0.000000,-0.001858
0.060000,0.042547,1.421543,23.857099,0.742500,0.000717,0.023820,0.300000,-0.109927,-0.007674,-0.000717,-0.000029,-0.000000,-0.001890
0.061000,0.043981,1.445403,23.862555,0.742375,0.000741,0.024214,0.300000,-0.111788,-0.007804,-0.000741,-0.000030,-0.000000,-0.001921
0.062000,0.045438,1.469268,23.868009,0.742250,0.000765,0.024608,0.300000,-0.113648,-0.007934,-0.000765,-0.000031,-0.000000,-0.001953
0.063000,0.046919,1.493139,23.873461,0.742125,0.000790,0.025001,0.300000,-0.115509,-0.008064,-0.000790,-0.000032,-0.000000,-0.001984
0.064000,0.048424,1.517015,23.878911,0.742000,0.000815,0.025394,0.300000,-0.117371,-0.008194,-0.000815,-0.000033,-0.000000,-0.002016
0.065000,0.049953,1.540897,23.884359,0.741875,0.000841,0.025788,0.300000,-0.119233,-0.008324,-0.000841,-0.000034,-0.000000,-0.002047
0.066000,0.051506,1.564784,23.889806,0.741750,0.000867,0.026181,0.300000,-0.121095,-0.008454,-0.000867,-0.000035,-0.000000,-0.002079
0.067000,0.053083,1.588677,23.895251,0.741625,0.000893,0.026574,0.300000,-0.122958,-0.008584,-0.000893,-0.000036,-0.000000,-0.002110
0.068000,0.054683,1.612574,23.900694,0.741500,0.000920,0.026967,0.300000,-0.124821,-0.008714,-0.000920,-0.000037,-0.000000,-0.002142
0.069000,0.056308,1.636478,23.906135,0.741375,0.000947,0.027360,0.300000,-0.126684,-0.008844,-0.000947,-0.000038,-0.000000,-0.002173
0.070000,0.057956,1.660387,23.911575,0.741250,0.000974,0.027753,0.300000,-0.128548,-0.008974,-0.000974,-0.000039,-0.000000,-0.002205
0.071000,0.059629,1.684301,23.917013,0.741125,0.001002,0.028145,0.300000,-0.130413,-0.009105,-0.001002,-0.000040,-0.000000,-0.002236
0.072000,0.061325,1.708221,23.922449,0.741000,0.001031,0.028538,0.300000,-0.132277,-0.009235,-0.001031,-0.000041,-0.000000,-0.002267
0.073000,0.063045,1.732146,23.927883,0.740875,0.001059,0.028930,0.300000,-0.134143,-0.009365,-0.001059,-0.000042,-0.000000,-0.002299
0.074000,0.064789,1.756077,23.933315,0.740750,0.001089,0.029323,0.300000,-0.136008,-0.009495,-0.001089,-0.000044,-0.000000,-0.002330
0.075000,0.066557,1.780013,23.938746,0.740625,0.001118,0.029715,0.300000,-0.137874,-0.009625,-0.001118,-0.000045,-0.000000,-0.002361
0.076000,0.068349,1.803954,23.944175,0.740500,0.001148,0.030107,0.300000,-0.139741,-0.009756,-0.001148,-0.000046,-0.000000,-0.002393
0.077000,0.070165,1.827901,23.949602,0.740375,0.001178,0.030499,0.300000,-0.141607,-0.009886,-0.001178,-0.000047,-0.000000,-0.002424
0.078000,0.072005,1.851853,23.955027,0.740250,0.001209,0.030891,0.300000,-0.143475,-0.010016,-0.001209,-0.000048,-0.000000,-0.002456
0.079000,0.073869,1.875811,23.960450,0.740125,0.001240,0.031283,0.300000,-0.145342,-0.010147,-0.001240,-0.000050,-0.000000,-0.002487
0.080000,0.075757,1.899774,23.965872,0.740000,0.001272,0.031674,0.300000,-0.147210,-0.010277,-0.001272,-0.000051,-0.000000,-0.002518
0.081000,0.077668,1.923743,23.971292,0.739875,0.001303,0.032066,0.300000,-0.149079,-0.010408,-0.001303,-0.000052,-0.000000,-0.002550
0.082000,0.079604,1.947717,23.976710,0.739750,0.001336,0.032457,0.300000,-0.150947,-0.010538,-0.001336,-0.000053,-0.000000,-0.002581
0.083000,0.081564,1.971696,23.982126,0.739625,0.001368,0.032849,0.300000,-0.152817,-0.010669,-0.001368,-0.000055,-0.000000,-0.002612
0.084000,0.083548,1.995681,23.987540,0.739500,0.001401,0.033240,0.300000,-0.154686,-0.010799,-0.001401,-0.000056,-0.000000,-0.002644
0.085000,0.085555,2.019671,23.992953,0.739375,0.001435,0.033631,0.300000,-0.156556,-0.010930,-0.001435,-0.000057,-0.000000,-0.002675
0.086000,0.087587,2.043667,23.998363,0.739250,0.001469,0.034022,0.300000,-0.158427,-0.011060,-0.001469,-0.000059,-0.000000,-0.002706
0.087000,0.089643,2.067668,24.003772,0.739125,0.001503,0.034413,0.300000,-0.160297,-0.011191,-0.001503,-0.000060,-0.000000,-0.002737
0.088000,0.091722,2.091674,24.009179,0.739000,0.001537,0.034803,0.300000,-0.162169,-0.011322,-0.001537,-0.000061,-0.000000,-0.002769
0.089000,0.093826,2.115686,24.014584,0.738875,0.001572,0.035194,0.300000,-0.164040,-0.011452,-0.001572,-0.000063,-0.000000,-0.002800
0.090000,0.095954,2.139704,24.019987,0.738750,0.001608,0.035585,0.300000,-0.165912,-0.011583,-0.001608,-0.000064,-0.000000,-0.002831
0.091000,0.098105,2.163726,24.025389,0.738625,0.001644,0.035975,0.300000,-0.167785,-0.011714,-0.001644,-0.000066,-0.000000,-0.002862
0.092000,0.100281,2.187754,24.030788,0.738500,0.001680,0.036365,0.300000,-0.169657,-0.011844,-0.001680,-0.000067,-0.000000,-0.002894
0.093000,0.102481,2.211788,24.036186,0.738375,0.001716,0.036756,0.300000,-0.171531,-0.011975,-0.001716,-0.000069,-0.000000,-0.002925
0.094000,0.104705,2.235827,24.041582,0.738250,0.001753,0.037146,0.300000,-0.173404,-0.012106,-0.001753,-0.000070,-0.000000,-0.002956
0.095000,0.106953,2.259871,24.046976,0.738125,0.001791,0.037536,0.300000,-0.175278,-0.012237,-0.001791,-0.000072,-0.000000,-0.002987
0.096000,0.109224,2.283921,24.052368,0.738000,0.001828,0.037926,0.300000,-0.177153,-0.012368,-0.001828,-0.000073,-0.000000,-0.003018
0.097000,0.111520,2.307976,24.057758,0.737875,0.001866,0.038316,0.300000,-0.179027,-0.012498,-0.001866,-0.000075,-0.000000,-0.003050
0.098000,0.113840,2.332036,24.063147,0.737750,0.001905,0.038705,0.300000,-0.180902,-0.012629,-0.001905,-0.000076,-0.000000,-0.003081
0.099000,0.116184,2.356102,24.068533,0.737625,0.001944,0.039095,0.300000,-0.182778,-0.012760,-0.001944,-0.000078,-0.000000,-0.003112
0.100000,0.118553,2.380173,24.073918,0.737500,0.001983,0.039484,0.300000,-0.184654,-0.012891,-0.001983,-0.000079,-0.000000,-0.003143
0.101000,0.120945,2.404250,24.079301,0.737375,0.002023,0.039874,0.300000,-0.186530,-0.013022,-0.002023,-0.000081,-0.000000,-0.003174
0.102000,0.123361,2.428332,24.084681,0.737250,0.002063,0.040263,0.300000,-0.188407,-0.013153,-0.002063,-0.000083,-0.000000,-0.003205
0.103000,0.125801,2.452419,24.090060,0.737125,0.002103,0.040652,0.300000,-0.190284,-0.013284,-0.002103,-0.000084,-0.000000,-0.003237
0.104000,0.128266,2.476512,24.095437,0.737000,0.002144,0.041041,0.300000,-0.192162,-0.013415,-0.002144,-0.000086,-0.000000,-0.003268
0.105000,0.130754,2.500610,24.100813,0.736875,0.002185,0.041430,0.300000,-0.194040,-0.013547,-0.002185,-0.000087,-0.000000,-0.003299
0.106000,0.133267,2.524714,24.106186,0.736750,0.002227,0.041818,0.300000,-0.195918,-0.013678,-0.002227,-0.000089,-0.000000,-0.003330
0.107000,0.135804,2.548822,24.111557,0.736625,0.002269,0.042207,0.300000,-0.197797,-0.013809,-0.002269,-0.000091,-0.000000,-0.003361
0.108000,0.138365,2.572937,24.116927,0.736500,0.002312,0.042596,0.300000,-0.199676,-0.013940,-0.002312,-0.000092,-0.000000,-0.003392
0.109000,0.140950,2.597056,24.122294,0.736375,0.002354,0.042984,0.300000,-0.201555,-0.014071,-0.002354,-0.000094,-0.000000,-0.003423
0.110000,0.143559,2.621181,24.127660,0.736250,0.002397,0.043372,0.300000,-0.203435,-0.014202,-0.002397,-0.000096,-0.000000,-0.003454
0.111000,0.146192,2.645312,24.133023,0.736125,0.002441,0.043761,0.300000,-0.205315,-0.014334,-0.002441,-0.000098,-0.000000,-0.003485
0.112000,0.148850,2.669447,24.138385,0.736000,0.002485,0.044149,0.300000,-0.207196,-0.014465,-0.002485,-0.000099,-0.000000,-0.003516
0.113000,0.151531,2.693588,24.143745,0.735875,0.002529,0.044537,0.300000,-0.209077,-0.014596,-0.002529,-0.000101,-0.000000,-0.003547
0.114000,0.154237,2.717735,24.149103,0.735750,0.002574,0.044925,0.300000,-0.210958,-0.014728,-0.002574,-0.000103,-0.000000,-0.003578
0.115000,0.156967,2.741887,24.154459,0.735625,0.002619,0.045312,0.300000,-0.212840,-0.014859,-0.002619,-0.000105,-0.000001,-0.003609
0.116000,0.159720,2.766044,24.159813,0.735500,0.002665,0.045700,0.300000,-0.214722,-0.014990,-0.002665,-0.000107,-0.000001,-0.003640
0.117000,0.162499,2.790206,24.165165,0.735375,0.002711,0.046088,0.300000,-0.216605,-0.015122,-0.002711,-0.000108,-0.000001,-0.003672
0.118000,0.165301,2.814374,24.170515,0.735250,0.002757,0.046475,0.300000,-0.218488,-0.015253,-0.002757,-0.000110,-0.000001,-0.003703
0.119000,0.168127,2.838547,24.175864,0.735125,0.002804,0.046862,0.300000,-0.220371,-0.015385,-0.002804,-0.000112,-0.000001,-0.003733
0.120000,0.170978,2.862726,24.181210,0.735000,0.002851,0.047250,0.300000,-0.222255,-0.015516,-0.002851,-0.000114,-0.000001,-0.003764
0.121000,0.173853,2.886910,24.186554,0.734875,0.002898,0.047637,0.300000,-0.224139,-0.015648,-0.002898,-0.000116,-0.000001,-0.003795
0.122000,0.176752,2.911099,24.191897,0.734750,0.002946,0.048024,0.300000,-0.226023,-0.015779,-0.002946,-0.000118,-0.000001,-0.003826
0.123000,0.179675,2.935294,24.197237,0.734625,0.002994,0.048410,0.300000,-0.227908,-0.015911,-0.002994,-0.000120,-0.000001,-0.003857
0.124000,0.182622,2.959493,24.202576,0.734500,0.003043,0.048797,0.300000,-0.229793,-0.016043,-0.003043,-0.000122,-0.000001,-0.003888
0.125000,0.185594,2.983699,24.207912,0.734375,0.003092,0.049184,0.300000,-0.231679,-0.016174,-0.003092,-0.000124,-0.000001,-0.003919
0.126000,0.188590,3.007909,24.213247,0.734250,0.003141,0.049570,0.300000,-0.233565,-0.016306,-0.003141,-0.000126,-0.000001,-0.003950
0.127000,0.191610,3.032125,24.218579,0.734125,0.003191,0.049957,0.300000,-0.235451,-0.016438,-0.003191,-0.000128,-0.000001,-0.003981
0.128000,0.194654,3.056346,24.223910,0.734000,0.003241,0.050343,0.300000,-0.237338,-0.016569,-0.003241,-0.000130,-0.000001,-0.004012
0.129000,0.197723,3.080573,24.229238,0.733875,0.003292,0.050729,0.300000,-0.239225,-0.016701,-0.003292,-0.000132,-0.000001,-0.004043
0.130000,0.200815,3.104805,24.234565,0.733750,0.003342,0.051115,0.300000,-0.241113,-0.016833,-0.003342,-0.000134,-0.000001,-0.004074
0.131000,0.203932,3.129042,24.239890,0.733625,0.003394,0.051501,0.300000,-0.243001,-0.016965,-0.003394,-0.000136,-0.000001,-0.004105
0.132000,0.207073,3.153285,24.245212,0.733500,0.003445,0.051887,0.300000,-0.244889,-0.017096,-0.003445,-0.000138,-0.000001,-0.004136
0.133000,0.210239,3.177533,24.250533,0.733375,0.003498,0.052273,0.300000,-0.246778,-0.017228,-0.003498,-0.000140,-0.000001,-0.004166
0.134000,0.213428,3.201786,24.255852,0.733250,0.003550,0.052658,0.300000,-0.248667,-0.017360,-0.003550,-0.000142,-0.000001,-0.004197
0.135000,0.216642,3.226044,24.261168,0.733125,0.003603,0.053044,0.300000,-0.250556,-0.017492,-0.003603,-0.000144,-0.000001,-0.004228
0.136000,0.219880,3.250308,24.266483,0.733000,0.003656,0.053429,0.300000,-0.252446,-0.017624,-0.003656,-0.000146,-0.000001,-0.004259
0.137000,0.223143,3.274577,24.271796,0.732875,0.003710,0.053815,0.300000,-0.254336,-0.017756,-0.003710,-0.000148,-0.000001,-0.004290
0.138000,0.226430,3.298852,24.277106,0.732750,0.003764,0.054200,0.300000,-0.256226,-0.017888,-0.003764,-0.000151,-0.000001,-0.004321
0.139000,0.229741,3.323131,24.282415,0.732625,0.003818,0.054585,0.300000,-0.258117,-0.018020,-0.003818,-0.000153,-0.000001,-0.004351
0.140000,0.233076,3.347416,24.287721,0.732500,0.003873,0.054970,0.300000,-0.260009,-0.018152,-0.003873,-0.000155,-0.000001,-0.004382
0.141000,0.236435,3.371707,24.293026,0.732375,0.003928,0.055354,0.300000,-0.261900,-0.018284,-0.003928,-0.000157,-0.000001,-0.004413
0.142000,0.239819,3.396003,24.298329,0.732250,0.003984,0.055739,0.300000,-0.263792,-0.018416,-0.003984,-0.000159,-0.000001,-0.004444
0.143000,0.243227,3.420303,24.303629,0.732125,0.004040,0.056124,0.300000,-0.265685,-0.018548,-0.004040,-0.000162,-0.000001,-0.004475
0.144000,0.246660,3.444610,24.308928,0.732000,0.004096,0.056508,0.300000,-0.267577,-0.018680,-0.004096,-0.000164,-0.000001,-0.004505
0.145000,0.250117,3.468921,24.314224,0.731875,0.004153,0.056893,0.300000,-0.269471,-0.018813,-0.004153,-0.000166,-0.000001,-0.004536
0.146000,0.253598,3.493238,24.319519,0.731750,0.004210,0.057277,0.300000,-0.271364,-0.018945,-0.004210,-0.000168,-0.000001,-0.004567
0.147000,0.257103,3.517560,24.324811,0.731625,0.004267,0.057661,0.300000,-0.273258,-0.019077,-0.004267,-0.000171,-0.000001,-0.004598
0.148000,0.260633,3.541888,24.330101,0.731500,0.004325,0.058045,0.300000,-0.275152,-0.019209,-0.004325,-0.000173,-0.000001,-0.004628
0.149000,0.264187,3.566221,24.335390,0.731375,0.004383,0.058429,0.300000,-0.277047,-0.019342,-0.004383,-0.000175,-0.000001,-0.004659
0.150000,0.267765,3.590559,24.340676,0.731250,0.004442,0.058813,0.300000,-0.278942,-0.019474,-0.004442,-0.000178,-0.000001,-0.004690
0.151000,0.271368,3.614902,24.345960,0.731125,0.004501,0.059196,0.300000,-0.280837,-0.019606,-0.004501,-0.000180,-0.000001,-0.004720
0.152000,0.274995,3.639251,24.351242,0.731000,0.004560,0.059580,0.300000,-0.282733,-0.019738,-0.004560,-0.000182,-0.000001,-0.004751
0.153000,0.278647,3.663604,24.356522,0.730875,0.004620,0.059963,0.300000,-0.284629,-0.019871,-0.004620,-0.000185,-0.000001,-0.004782
0.154000,0.282322,3.687964,24.361800,0.730750,0.004680,0.060347,0.300000,-0.286525,-0.020003,-0.004680,-0.000187,-0.000001,-0.004812
0.155000,0.286022,3.712328,24.367076,0.730625,0.004741,0.060730,0.300000,-0.288422,-0.020136,-0.004741,-0.000190,-0.000001,-0.004843
0.156000,0.289747,3.736698,24.372350,0.730500,0.004802,0.061113,0.300000,-0.290319,-0.020268,-0.004802,-0.000192,-0.000001,-0.004874
0.157000,0.293496,3.761073,24.377622,0.730375,0.004863,0.061496,0.300000,-0.292217,-0.020401,-0.004863,-0.000195,-0.000001,-0.004904
0.158000,0.297269,3.785453,24.382892,0.730250,0.004925,0.061879,0.300000,-0.294115,-0.020533,-0.004925,-0.000197,-0.000001,-0.004935
0.159000,0.301067,3.809839,24.388160,0.730125,0.004987,0.062261,0.300000,-0.296013,-0.020666,-0.004987,-0.000199,-0.000001,-0.004966
0.160000,0.304889,3.834229,24.393425,0.730000,0.005049,0.062644,0.300000,-0.297912,-0.020798,-0.005049,-0.000202,-0.000001,-0.004996
0.161000,0.308735,3.858625,24.398689,0.729875,0.005112,0.063026,0.300000,-0.299811,-0.020931,-0.005112,-0.000204,-0.000001,-0.005027
0.162000,0.312606,3.883027,24.403950,0.729750,0.005175,0.063409,0.300000,-0.301710,-0.021063,-0.005175,-0.000207,-0.000001,-0.005057
0.163000,0.316501,3.907433,24.409209,0.729625,0.005239,0.063791,0.300000,-0.303610,-0.021196,-0.005239,-0.000210,-0.000001,-0.005088
0.164000,0.320421,3.931845,24.414466,0.729500,0.005303,0.064173,0.300000,-0.305510,-0.021329,-0.005303,-0.000212,-0.000001,-0.005119
0.165000,0.324365,3.956262,24.419722,0.729375,0.005367,0.064555,0.300000,-0.307410,-0.021461,-0.005367,-0.000215,-0.000001,-0.005149
0.166000,0.328333,3.980685,24.424975,0.729250,0.005432,0.064937,0.300000,-0.309311,-0.021594,-0.005432,-0.000217,-0.000002,-0.005180
0.167000,0.332326,4.005112,24.430225,0.729125,0.005497,0.065319,0.300000,-0.311212,-0.021727,-0.005497,-0.000220,-0.000002,-0.005210
0.168000,0.336344,4.029545,24.435474,0.729000,0.005562,0.065701,0.300000,-0.313114,-0.021859,-0.005562,-0.000222,-0.000002,-0.005241
0.169000,0.340385,4.053983,24.440721,0.728875,0.005628,0.066082,0.300000,-0.315016,-0.021992,-0.005628,-0.000225,-0.000002,-0.005271
0.170000,0.344452,4.078426,24.445965,0.728750,0.005695,0.066464,0.300000,-0.316918,-0.022125,-0.005695,-0.000228,-0.000002,-0.005302
0.171000,0.348542,4.102875,24.451208,0.728625,0.005761,0.066845,0.300000,-0.318820,-0.022258,-0.005761,-0.000230,-0.000002,-0.005332
0.172000,0.352657,4.127329,24.456448,0.728500,0.005828,0.067226,0.300000,-0.320723,-0.022391,-0.005828,-0.000233,-0.000002,-0.005363
0.173000,0.356797,4.151788,24.461686,0.728375,0.005896,0.067607,0.300000,-0.322627,-0.022524,-0.005896,-0.000236,-0.000002,-0.005393
0.174000,0.360961,4.176252,24.466922,0.728250,0.005964,0.067988,0.300000,-0.324530,-0.022656,-0.005964,-0.000239,-0.000002,-0.005424
0.175000,0.365149,4.200722,24.472156,0.728125,0.006032,0.068369,0.300000,-0.326434,-0.022789,-0.006032,-0.000241,-0.000002,-0.005454
0.176000,0.369362,4.225197,24.477388,0.728000,0.006100,0.068750,0.300000,-0.328339,-0.022922,-0.006100,-0.000244,-0.000002,-0.005485
0.177000,0.373600,4.249677,24.482618,0.727875,0.006169,0.069131,0.300000,-0.330243,-0.023055,-0.006169,-0.000247,-0.000002,-0.005515
0.178000,0.377862,4.274162,24.487845,0.727750,0.006239,0.069511,0.300000,-0.332149,-0.023188,-0.006239,-0.000250,-0.000002,-0.005546
0.179000,0.382148,4.298652,24.493070,0.727625,0.006308,0.069892,0.300000,-0.334054,-0.023321,-0.006308,-0.000252,-0.000002,-0.005576
0.180000,0.386459,4.323148,24.498293,0.727500,0.006378,0.070272,0.300000,-0.335960,-0.023454,-0.006378,-0.000255,-0.000002,-0.005607
0.181000,0.390794,4.347649,24.503514,0.727375,0.006449,0.070652,0.300000,-0.337866,-0.023587,-0.006449,-0.000258,-0.000002,-0.005637
0.182000,0.395154,4.372155,24.508733,0.727250,0.006520,0.071032,0.300000,-0.339772,-0.023721,-0.006520,-0.000261,-0.000002,-0.005667
